,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality
416,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1605 sqft,"20,000"," Manikonda, Outer Ring Road "
417,3 BHK Apartment,1,Semi-Furnished,Bachelors,1500 sqft,"10,000"," Mye Villa, Mallapur "
418,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1500 sqft,"18,500"," Chandanagar, NH "
419,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1685 sqft,"22,000"," GK Pride, Yapral "
420,3 BHK Apartment,2,Unfurnished,Bachelors/Family,2000 sqft,"40,000"," Vishnu Saphire, Kondapur "
421,3 BHK Apartment,1,Semi-Furnished,Family,1380 sqft,"22,000"," Malaysian Township, Kukatpally Housing Board Colony, NH "
422,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1550 sqft,"38,000"," Financial District, Nanakram Guda "
423,2 BHK Apartment,1,Unfurnished,Bachelors/Family,1145 sqft,"17,500"," Miyapur, NH "
424,3 BHK Apartment,East,Semi-Furnished,Bachelors/Family,1735 sqft,"46,000"," Gachibowli, Outer Ring Road "
425,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,read more,"14,500", Bandari
426,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1580 sqft,"25,000"," Hyder Nagar, NH "
427,2 BHK Apartment,2,Semi-Furnished,Bachelors,1500 sqft,"12,000", Bandlaguda Jagir 
428,1 BHK Apartment,Immediately,Unfurnished,Bachelors/Family,read more,"8,000", Moghalpura
429,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1908 sqft,"36,000"," SMR Vinay Iconia, Kondapur "
430,2 BHK Apartment,2,Furnished,Bachelors/Family,1275 sqft,"22,000"," NCL Sindhu, Satyam Enclave, Komapally, NH "
431,3 BHK Apartment,3,Unfurnished,Bachelors,1900 sqft,"40,000"," Aditya Empress Towers, Shaikpet "
432,3 BHK Apartment,3,Unfurnished,Bachelors,1800 sqft,"30,000"," Concrete Sarigama, Manikonda, Outer Ring Road "
433,3 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1850 sqft,"21,500"," Mohan Nagar, Kothapet "
434,3 BHK Apartment,3,Semi-Furnished,Bachelors,1990 sqft,"40,000"," Aditya Empress Towers, Shaikpet "
435,3 BHK Apartment,2,Unfurnished,Bachelors,NaN,"25,000", Friends
436,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"25,000"," DD Colony, Amberpet "
437,2 BHK Builder Floor,2,Unfurnished,Family,1150 sqft,"15,000", Bandari Layout 
438,2 BHK Apartment,East,Semi-Furnished,Family,1045 sqft,"16,000"," Moosapet, NH "
439,2 BHK Apartment,North - East,Semi-Furnished,Bachelors/Family,1020 sqft,"15,000", New Nallakunta 
440,3 BHK Apartment,1,Semi-Furnished,Bachelors,1834 sqft,"38,000"," My Home Avatar, Narsingi, Outer Ring Road "
441,4 BHK Apartment,North - East,Semi-Furnished,Bachelors/Family,3150 sqft,"50,000"," DD Colony, Amberpet "
442,3 BHK Builder Floor,1,Unfurnished,Bachelors,1800 sqft,"30,000", Mehdipatnam 
443,2 BHK Builder Floor,1,Semi-Furnished,Bachelors,1350 sqft,"18,000", Toli Chowki 
444,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1800 sqft,"30,000"," Aditya Imperial Heights, Hafeezpet, NH "
445,3 BHK Apartment,2,Unfurnished,Bachelors,1200 sqft,"13,000"," Bachupally, Outer Ring Road "
446,1 BHK Apartment,North - East,Furnished,Bachelors/Family,read more,"18,000"," Habsiguda, NH "
447,1 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,NaN,"5,000", Narapally
448,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1475 sqft,"18,000"," Pragathi Nagar, Kukatpally "
449,2 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,1000 sqft,"10,000", Kushaiguda 
450,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,2100 sqft,"18,000"," Manasarovar Heights, Trimulgherry "
451,																																								2 BHK Apartment																									            	,1,Unfurnished,Bachelors,1000 sqft,"           	 			           	 			15,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Miyapur, NH  "
452,																																								2 BHK Apartment																									            	,2,Unfurnished,Bachelors/Family,1000 sqft,"           	 			           	 			24,000           	 		"," 									 								 				             				             			             				         			            	Sai Balaji Shelters,  			            	 	                	 	                		 					            							          							         	Kondapur 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
453,																																								2 BHK Apartment																									            	,2,Unfurnished,Bachelors,1125 sqft,"           	 			           	 			13,000           	 		"," 									 								 				             				             			             				         			            	Rock Cliff,  			            	 	                	 	                		 					            							          							         	Appa junction 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
454,																																								2 BHK Apartment																									            	,2,Unfurnished,Bachelors/Family,1000 sqft,"           	 			           	 			18,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	New Nallakunta 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	
455,																																								1 BHK Apartment																									            	,1,Furnished,Bachelors/Family,NaN,"           	 			           	 			15,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Habsiguda, NH "
456,																																								2 BHK Apartment																									            	,1,Unfurnished,Bachelors/Family,1500 sqft,"           	 			           	 			17,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Pupallaguda, Behind Punjabi Dh 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	"
457,																																								2 BHK Apartment																									            	,2,Semi-Furnished,Bachelors/Family,1286 sqft,"           	 			           	 			25,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Gayatri Nagar, Medbowli, Inner Ring Road 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
458,																																								3 BHK Builder Floor																									            	,East,Semi-Furnished,Bachelors/Family,1750 sqft,"           	 			           	 			32,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Madhapur 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	
459,																																								2 BHK Builder Floor																									            	,3,Unfurnished,Bachelors,1250 sqft,"           	 			           	 			17,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Hyder Nagar, NH  "
460,																																								3 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1500 sqft,"           	 			           	 			22,500           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Vivekananda Nagar, Kukatpally, NH  "
461,																																								3 BHK Apartment																									            	,1,Unfurnished,Bachelors,			                       									            								                							                	East Facing Property							                				                        			                       ,"           	 			           	 			15,000           	 		", 									
462,																																								3 BHK Apartment																									            	,3,Unfurnished,Bachelors,1500 sqft,"           	 			           	 			14,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Nizampet 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	
463,																																								3 BHK Apartment																									            	,2,Furnished,Bachelors/Family,2700 sqft,"           	 			           	 			30,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Kondapur 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	
464,																																								1 BHK Builder Floor																									            	,South,Unfurnished,Bachelors,NaN,"           	 			           	 			7,000           	 		", 									
465,																																								2 BHK Builder Floor																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1000 sqft,"           	 			           	 			20,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Kukatpally, NH  "
466,																																								3 BHK Apartment																									            	,2,Semi-Furnished,Bachelors/Family,1400 sqft,"           	 			           	 			18,000           	 		"," 									 								 				             				             			             				         			            	Vineyard Mist,  			            	 	                	 	                		 					            							          							         	Sainikpuri 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
467,																																								2 BHK Builder Floor																									            	,North,Furnished,Bachelors/Family,1400 sqft,"           	 			           	 			22,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Old Malakpet, NH  "
468,																																								3 BHK Apartment																									            	,2,Semi-Furnished,Family,2000 sqft,"           	 			           	 			26,000           	 		"," 									 								 				             				             			             				         			            	Aliens Elite,  			            	 	                	 	                		 					            							          							         	Miyapur, NH  "
469,																																								3 BHK Apartment																									            	,2,Semi-Furnished,Bachelors/Family,1500 sqft,"           	 			           	 			15,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Nizampet 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	
470,																																								1 BHK Apartment																									            	,1,Semi-Furnished,Bachelors/Family,NaN,"           	 			           	 			9,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Salivahana Colony
471,																																								3 BHK Apartment																									            	,3,Furnished,Bachelors/Family,1440 sqft,"           	 			           	 			14,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Nacharam 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	
472,																																								2 BHK Apartment																									            	,South,Semi-Furnished,Bachelors/Family,1280 sqft,"           	 			           	 			22,000           	 		"," 									 								 				             				             			             				         			            	PBEL City,  			            	 	                	 	                		 					            							          							         	Appa junction 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
473,																																								2 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1236 sqft,"           	 			           	 			15,000           	 		"," 									 								 				             				             			             				         			            	Spectra Metro Heights,  			            	 	                	 	                		 					            							          							         	Nagole 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
474,																																								2 BHK Apartment																									            	,2,Furnished,Bachelors/Family,1250 sqft,"           	 			           	 			25,000           	 		"," 									 								 				             				             			             				         			            	Elite Trehan Towers,  			            	 	                	 	                		 					            							          							         	Habsiguda, NH "
475,																																								2 BHK Apartment																									            	,1,Semi-Furnished,Bachelors/Family,1300 sqft,"           	 			           	 			22,000           	 		"," 									 								 				             				             			             				         			            	Aparna Hill Park Avenues,  			            	 	                	 	                		 					            							          							         	Chandanagar, NH  "
476,																																								2 BHK Apartment																									            	,1,Semi-Furnished,Bachelors/Family,940 sqft,"           	 			           	 			8,000           	 		"," 									 								 				             				             			             				         			            	Madineni Madhavan Towers,  			            	 	                	 	                		 					            							          							         	Pathancheru 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
477,																																								2 BHK Apartment																									            	,West,Semi-Furnished,Bachelors,124 sqft,"           	 			           	 			9,500           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Huda Complex, Ram Bagh Colony 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
478,																																								2 BHK Apartment																									            	,1,Semi-Furnished,Family,1220 sqft,"           	 			           	 			16,000           	 		"," 									 								 				             				             			             				         			            	Shubham Greens,  			            	 	                	 	                		 					            							          							         	Alkapur Township, Manikonda, Outer Ring Road 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
479,																																								2 BHK Apartment																									            	,East,Semi-Furnished,Bachelors/Family,1314 sqft,"           	 			           	 			32,000           	 		"," 									 								 				             				             			             				         			            	My Home Avatar,  			            	 	                	 	                		 					            							          							         	Narsingi, Outer Ring Road 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
480,																																								2 BHK Apartment																									            	,2,Furnished,Bachelors,1080 sqft,"           	 			           	 			18,000           	 		"," 									 								 				             				             			             				         			            	Sai Keerthi Estates,  			            	 	                	 	                		 					            							          							         	Chandanagar, NH  "
481,2 BHK Apartment,1,Unfurnished,Bachelors,1265 sqft,"16,000"," Aparna Kanopy Tulip, Kompally "
482,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1585 sqft,"32,500"," Gem Ascentia, Hitex Road, Shilpa Layout "
483,3 BHK Apartment,2,Semi-Furnished,Bachelors,1731 sqft,"27,000"," Poe Tree, Narsingi, Outer Ring Road "
484,3 BHK Apartment,1,Unfurnished,Bachelors,1825 sqft,"35,000"," Aparna HillPark Lake Breeze, Chandanagar, NH "
485,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1560 sqft,"32,000"," Xeno Pearl, Kondapur "
486,2 BHK Apartment,West,Furnished,Family,1200 sqft,"18,000"," Girijas Marvel, Chandanagar, NH "
487,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1760 sqft,"20,000"," Sri Sai Balaji Residency, Tellapur, Outer Ring Road "
488,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,1500 sqft,"20,000", Bowenpally 
489,3 BHK Apartment,2,Semi-Furnished,Bachelors,East Facing Property,"11,000", Janapriya Lakefront
490,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1400 sqft,"23,000"," Floatilla, Neknampur, Manikonda "
491,3 BHK Apartment,2,Unfurnished,Bachelors,1500 sqft,"18,000"," Sai Akhil Habitat, Nizampet "
492,3 BHK Apartment,2,Semi-Furnished,Bachelors,1800 sqft,"40,000"," ACE Atlantis, Khaja Guda, Outer Ring Road "
493,2 BHK Apartment,2,Unfurnished,Bachelors,1000 sqft,"12,000", Bandari Layout 
494,2 BHK Apartment,1,Furnished,Bachelors,NaN,"21,000"," Alekhya Towers, LB Nagar, NH "
495,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2348 sqft,"45,000", Kondapur 
496,3 BHK Apartment,1,Semi-Furnished,Bachelors,1135 sqft,"17,000"," Aparna Kanopy Tulip, Gundlapochampally, Outer Ring Road "
497,3 BHK Service Apartment,Immediately,Semi-Furnished,Bachelors/Family,3000 sqft,"35,000", Rai Durg 
498,3 BHK Apartment,NaN,Bachelors/Family,2,1100 sqft,"14,000", Hyderabad 
499,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,1814 sqft,"38,000"," Narsingi, Outer Ring Road "
500,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1600 sqft,"15,000"," Bachupally, Outer Ring Road "
501,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1400 sqft,"18,000"," Aparna Kanopy Tulip, Kompally "
502,3 BHK Apartment,2,Furnished,Bachelors/Family,1600 sqft,"28,000"," Panchavati Colony, Peerzadiguda, NH "
503,2 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,1050 sqft,"13,000", Attapur 
504,1 BHK Apartment,2,Semi-Furnished,Bachelors/Family,NaN,"10,500", Madhava Nagar Colony
505,2 BHK Apartment,1,Semi-Furnished,Bachelors,1100 sqft,"12,500", Gandhinagar-Indira Park Road 
506,1 BHK Apartment,North,Unfurnished,Bachelors/Family,read more,"8,000"," Sri Sai Varshith Residency, Beeramguda, Ramachandra Puram, NH "
507,3 BHK Apartment,2,Semi-Furnished,Family,1580 sqft,"45,000"," Sri Vidhya Petals, Hitech City "
508,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1504 sqft,"19,000", Friends Colony 
509,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1800 sqft,"30,000"," NCL Sindhu, Dandamudi Enclave, Jeedimetla "
510,1 BHK Builder Floor,2,Unfurnished,Bachelors/Family,read more,"15,000", Hasanath
511,2 BHK Apartment,From Jan '20,Semi-Furnished,Bachelors/Family,1405 sqft,"27,000", Puppalaguda 
512,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1495 sqft,"32,000"," Honer Vivantis, Gopanapalli "
513,2 BHK Apartment,4,Semi-Furnished,Bachelors/Family,1600 sqft,"12,500"," Mallampet, Outer Ring Road "
514,2 BHK Apartment,1,Semi-Furnished,Bachelors,1000 sqft,"13,500", SBI Colony-Kothapet 
515,2 BHK Builder Floor,1,Semi-Furnished,Bachelors/Family,1100 sqft,"13,000", Trimulgherry 
516,2 BHK Apartment,Immediately,Furnished,Bachelors/Family,1000 sqft,"16,000"," Sai Vardhini Residency, Nizampet "
517,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1100 sqft,"9,000"," Raghavendra Nagar, Hayathnagar, NH "
518,1 BHK Apartment,1,Unfurnished,Bachelors/Family,NaN,"5,000", Falaknuma
519,3 BHK Apartment,1,Semi-Furnished,Family,1300 sqft,"15,000"," Swamy Towers, Hyderguda "
520,1 BHK Apartment,Immediately,Furnished,Family,read more,"15,000"," Uppal, NH "
521,3 BHK Apartment,East,Semi-Furnished,Bachelors/Family,2452 sqft,"48,000", Kothaguda 
522,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1620 sqft,"28,500", Gajularamaram 
523,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1250 sqft,"18,000", Nizampet 
524,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1595 sqft,"25,000", RTC Colony-Chandanagar 
525,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,1660 sqft,"28,000"," Sree Vensai Towers, Kompally "
526,2 BHK Apartment,North - East,Semi-Furnished,Family,1144 sqft,"14,000", Bandlaguda Jagir 
527,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1150 sqft,"15,000", Friends Colony 
528,3 BHK Apartment,2,Semi-Furnished,Family,2540 sqft,"39,000"," NCC Urban One, Narsingi, Outer Ring Road "
529,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"22,000"," Raheja Vistas, Nacharam "
530,2 BHK Apartment,1,Unfurnished,Bachelors,1200 sqft,"12,500"," Lecturers Colony, Hayathnagar "
531,2 BHK Apartment,1,Unfurnished,Bachelors/Family,1000 sqft,"9,000", Turkayamjal 
532,3 BHK Apartment,East,Semi-Furnished,Family,1495 sqft,"26,000"," Honer Vivantis, Gopanapalli "
533,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1665 sqft,"26,000"," Aparna Hill park Silver oaks, Chandanagar, NH "
534,3 BHK Apartment,East,Semi-Furnished,Bachelors/Family,1500 sqft,"45,000"," Sri Vidhya Petals, Hitech City "
535,3 BHK Apartment,1,Furnished,Bachelors/Family,1500 sqft,"25,000", Toli Chowki 
536,3 BHK Apartment,1,Unfurnished,Bachelors,NaN,"28,000"," Ramky One Marvel, Kukatpally, NH "
537,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,1808 sqft,"45,000", Sri Nagar Colony 
538,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1600 sqft,"14,000", Yapral 
539,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,1535 sqft,"28,000"," Narsingi, Outer Ring Road "
540,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,2091 sqft,"45,000"," Lanco Hills, Manikonda, Outer Ring Road "
541,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1575 sqft,"16,000"," Sapthagiri Enclave, Bachupally, Outer Ring Road "
542,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,1250 sqft,"36,000"," Financial District, Nanakram Guda "
543,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,900 sqft,"9,000"," Quthbullapur, NH "
544,3 BHK Builder Floor,2,Unfurnished,Bachelors/Family,1045 sqft,"15,000", Karmanghat 
545,3 BHK Apartment,From Dec '19,Furnished,Bachelors/Family,2020 sqft,"34,000"," Aliens Elite, Miyapur, NH "
546,2 BHK Builder Floor,Immediately,Semi-Furnished,Bachelors/Family,1500 sqft,"15,000", Vikrampuri-Karkhana 
547,2 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1150 sqft,"18,000"," Gayatri Nagar, Medbowli, Inner Ring Road "
548,3 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,2160 sqft,"32,000", Begumpet 
549,3 BHK Builder Floor,1,Furnished,Bachelors,1400 sqft,"25,000", Shaikpet 
550,2 BHK Apartment,East,Unfurnished,Bachelors/Family,1100 sqft,"13,500"," Chandanagar, NH "
551,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1650 sqft,"27,000", Serilingampally 
552,2 BHK Builder Floor,Immediately,Furnished,Bachelors/Family,1040 sqft,"18,500"," Chandanagar, NH "
553,2 BHK Builder Floor,1,Unfurnished,Bachelors/Family,1050 sqft,"16,500", Toli Chowki 
554,3 BHK Apartment,East,Semi-Furnished,Family,1500 sqft,"30,000"," Ameerpet, NH "
555,3 BHK Apartment,3,Semi-Furnished,Bachelors/Family,1670 sqft,"30,000", Rai Durg 
556,3 BHK Apartment,Immediately,Furnished,Bachelors/Family,100 sqyrd,"25,000", Toli Chowki 
557,3 BHK Apartment,From Dec '19,Semi-Furnished,Bachelors/Family,1825 sqft,"30,000"," Gangaram, Chandanagar, NH "
558,2 BHK Apartment,1,Furnished,Bachelors/Family,1020 sqft,"28,000", Nanakram Guda 
559,2 BHK Builder Floor,Immediately,Unfurnished,Bachelors/Family,900 sqft,"10,000"," Sun City, Bandlaguda, Chevella Road "
560,2 BHK Apartment,Immediately,Semi-Furnished,Bachelors/Family,860 sqft,"8,000", Kapra 
561,3 BHK Apartment,1,Semi-Furnished,Family,1834 sqft,"45,000"," My Home Avatar, Narsingi, Outer Ring Road "
562,3 BHK Apartment,1,Furnished,Bachelors,1200 sqft,"30,000"," Deluxe Colony, Toli Chowki "
563,2 BHK Apartment,North - East,Unfurnished,Family,100 sqft,"7,500"," Hafeez Baba Nagar North, Hafiz Baba Nagar "
564,3 BHK Apartment,2,Unfurnished,Bachelors,East Facing Property,"19,000"," Sai Pearl, Madinaguda, Hafeezpet, NH "
565,3 BHK Apartment,2,Unfurnished,Bachelors,1345 sqft,"20,000"," Tangrilla, Manikonda, Outer Ring Road "
566,2 BHK Apartment,1,Unfurnished,Bachelors/Family,NaN,"22,000", Kakatiya Hills
567,2 BHK Apartment,2,Furnished,Bachelors/Family,1519 sqft,"25,000"," NCL Ganga, Kompally "
568,2 BHK Apartment,2,Unfurnished,Bachelors/Family,925 sqft,"7,500"," Chandragiri Colony, Secunderabad "
569,3 BHK Service Apartment,Immediately,Semi-Furnished,Bachelors/Family,2500 sqft,"40,000", Rai Durg 
570,2 BHK Apartment,1,Semi-Furnished,Bachelors,1200 sqft,"20,000"," SV Brindavanam, Boduppal, NH "
571,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1310 sqft,"12,800", Nagaram 
572,3 BHK Apartment,2,Unfurnished,Bachelors/Family,1000 sqft,"14,000", Hyderabad 
573,2 BHK Apartment,3,Semi-Furnished,Family,1100 sqft,"18,000", Hyderabad 
574,2 BHK Apartment,2,Unfurnished,Bachelors/Family,1000 sqft,"18,500", VETERINARY COLONY TOLI CHOWKI 
575,3 BHK Apartment,3,Furnished,Bachelors,1750 sqft,"50,000"," Vertex Panache,Kokapet "
576,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1900 sqft,"40,000"," NCL Sindhu, Dandamudi Enclave, Jeedimetla "
577,3 BHK Apartment,East,Semi-Furnished,Family,2060 sqft,"38,000"," Narsingi, Outer Ring Road "
578,Studio Apartment,North,Semi-Furnished,Bachelors,read more,"10,000", Hydershakote
579,3 BHK Apartment,2,Furnished,Bachelors/Family,1625 sqft,"30,000"," Sri Vinayaka Kausthuba Abode, East Marredpally "
580,3 BHK Apartment,West,Unfurnished,Bachelors,2350 sqft,"40,000", Toli Chowki 
581,3 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1400 sqft,"22,000"," Quadri Happy Homes Paradise, Amberpet "
582,3 BHK Apartment,South,Semi-Furnished,Family,1476 sqft,"25,000", Hyderabad 
583,3 BHK Apartment,1,Unfurnished,Bachelors/Family,1440 sqft,"16,000"," Aparna Kanopy Tulip, Kompally "
584,4 BHK Builder Floor,3,Unfurnished,Bachelors,3200 sqft,"33,000"," Srinivasa Apartment, Kukatpally, NH "
585,5 BHK Service Apartment,"Garden/Park, Main Road",Semi-Furnished,Bachelors/Family,500 sqyrd,"15,000"," Surya Nagar, Toli Chowki "
586,3 BHK Apartment,East,Furnished,Bachelors/Family,2400 sqft,"25,000"," Madinaguda, Hafeezpet, NH "
587,3 BHK Apartment,2,Semi-Furnished,Bachelors,1650 sqft,"23,000", Gayathri Nagar 
588,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,850 sqft,"9,000", Peeramcheru 
589,3 BHK Builder Floor,1,Furnished,Bachelors/Family,1750 sqft,"32,000"," Shantivanam Apartments, Madhapur "
590,3 BHK Apartment,From Jan '20,Semi-Furnished,Bachelors/Family,1300 sqft,"30,000"," Gachibowli, Outer Ring Road "
591,3 BHK Apartment,1,Semi-Furnished,Bachelors,1912 sqft,"28,000"," Poe Tree, Narsingi, Outer Ring Road "
592,3 BHK Apartment,3,Semi-Furnished,Bachelors,1400 sqft,"15,000"," Maram Meghana Residency, Saroornagar, NH "
593,2 BHK Apartment,2,Furnished,Bachelors,1500 sqft,"20,000"," Bachupally, Outer Ring Road "
594,3 BHK Apartment,1,Furnished,Bachelors,1700 sqft,"28,000"," Aparna Hill park Silver oaks, Chandanagar, NH "
595,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1670 sqft,"28,000"," Chitrapuri Colony, Manikonda, Outer Ring Road "
596,3 BHK Apartment,2,Semi-Furnished,Bachelors,1500 sqft,"21,000"," Sai Krishna Colony, Secunderabad "
597,2 BHK Apartment,West,Unfurnished,Family,1090 sqft,"16,000"," Vasathi Navya, Chintal, NH "
598,2 BHK Apartment,3,Unfurnished,Bachelors,1250 sqft,"11,000"," Bachupally, Outer Ring Road "
599,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1195 sqft,"25,000"," Accurate Wind Chimes, Narsingi, Outer Ring Road "
600,3 BHK Apartment,2,Unfurnished,Bachelors,1834 sqft,"40,000"," My Home Avatar, Narsingi, Outer Ring Road "
601,																																								2 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,150 sqyrd,"           	 			           	 			15,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Mettuguda 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	
602,																																								4 BHK Apartment																									            	,3,Unfurnished,Bachelors/Family,2200 sqft,"           	 			           	 			27,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	LB Nagar, NH  "
603,																																								3 BHK Apartment																									            	,1,Furnished,Bachelors,1600 sqft,"           	 			           	 			25,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Chaitanyapuri, Kothapet 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
604,																																								3 BHK Apartment																									            	,3,Semi-Furnished,Family,2200 sqft,"           	 			           	 			35,000           	 		"," 									 								 				             				             			             				         			            	Alladin Mansion,  			            	 	                	 	                		 					            							          							         	Begumpet 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
605,																																								3 BHK Apartment																									            	,2,Semi-Furnished,Bachelors/Family,2250 sqft,"           	 			           	 			18,000           	 		"," 									 								 				             				             			             				        	 	                	 	                		 					            							          							         	Yellamma Banda, Jagadgiri Gutta 							          							           			        				  						         	         		    		 	           			 						 							 								 					             					            	"
606,																																								3 BHK Apartment																									            	,1,Unfurnished,Bachelors,1360 sqft,"           	 			           	 			14,000           	 		", 									 								 				             				             			             				         			            	Modi Emerald Park Phase 
607,																																								3 BHK Builder Floor																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1900 sqft,"           	 			           	 			27,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Puppal Guda 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	
608,																																								3 BHK Apartment																									            	,							Immediately			            ,Semi-Furnished,Bachelors/Family,1850 sqft,"           	 			           	 			27,000           	 		", 									 								 				             				             			             				        	 	                	 	                		 					            							          							           							         	Madhura Nagar yiusufguda 							          			        				  						         	         		    		 	           			 						 							 								 					             					            	
